id,filtered_words_array,features,label_index
R204,"['director', 'movie', 'room', 'answer', 'quickly', 'capital', 'kitchen', 'resource.', 'wish', 'response', 'source.', 'argue', 'dinner', 'method', 'dinner.', 'item', 'machine', 'assume', 'recently', 'beat', 'dream.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[494,495,756,1020,1439,1853,1916,2034,2227,2240,2430,2445,2569,2664,3214,3391,3614,3619,3707,3730,4506,4687,6015,6484,6541,8040,9462],[4.019381523748645,4.270695952029551,4.607168188650764,2.4324164671666035,3.914021008090819,3.8187108282864943,4.830311739964974,4.270695952029551,2.7200985396183848,5.117993812416755,4.830311739964974,4.137164559405029,3.6516567436233283,3.6516567436233283,4.607168188650764,4.270695952029551,0.691153161953081,4.137164559405029,5.523458920524919,4.270695952029551,0.691153161953081,0.691153161953081,4.42484663185681,5.523458920524919,4.607168188650764,3.2721671219184243,0.691153161953081])",1.0
F217,"['thus', 'coach', 'organization', 'size.', 'know', 'campaign', 'many', 'serious', 'purpose.', 'build', 'per', 'travel', 'work.', 'season', 'big', 'interview', 'issue', 'floor.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[298,360,503,1117,1364,2066,2358,2920,3014,3048,3514,5188,5684,5850,6035,6532,6616,6675,7281,7779,7936,8338,8681,8734,9876],[4.019381523748645,5.117993812416755,0.691153161953081,3.7316994512968646,4.270695952029551,2.7508701982851385,4.607168188650764,5.117993812416755,4.137164559405029,4.019381523748645,4.270695952029551,3.7316994512968646,4.42484663185681,0.691153161953081,3.8187108282864943,5.523458920524919,3.6516567436233283,4.137164559405029,0.6792718340663283,3.125563647726549,0.691153161953081,0.691153161953081,4.270695952029551,5.523458920524919,2.7508701982851385])",0.0
F176,"['street', 'hot', 'send', 'high', 'term.', 'long', 'minute', 'simply', 'choose', 'student', 'bank.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[503,1256,1642,2116,3357,3536,3684,5523,5850,6533,7281,7860,7936,8338,8904,9615,9693,9706],[0.691153161953081,3.125563647726549,3.914021008090819,4.270695952029551,4.42484663185681,4.270695952029551,3.577548771469606,4.270695952029551,0.691153161953081,5.117993812416755,0.6792718340663283,2.8154087194227095,0.691153161953081,0.691153161953081,4.137164559405029,4.830311739964974,4.42484663185681,3.914021008090819])",0.0
R245,"['significant', 'simply', 'happen', 'near', 'late', 'point', 'spring.', 'concern', 'amount', 'life', 'station', 'movie', 'project', 'long', 'because.', 'figure', 'manager', 'trade', 'civil.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[419,1020,1439,1642,1652,1968,2227,2230,3079,3477,3614,4110,4416,4464,4506,4687,4704,5974,6793,7222,8415,8552,8904,9183,9462],[4.42484663185681,2.4324164671666035,3.914021008090819,3.914021008090819,4.270695952029551,5.523458920524919,2.7200985396183848,4.607168188650764,4.019381523748645,4.137164559405029,0.691153161953081,4.42484663185681,4.270695952029551,4.830311739964974,0.691153161953081,0.691153161953081,4.270695952029551,4.270695952029551,5.117993812416755,4.137164559405029,4.137164559405029,4.137164559405029,4.137164559405029,5.523458920524919,0.691153161953081])",1.0
R104,"['personal', 'floor', 'kind', 'different', 'shake', 'nothing.', 'degree', 'see', 'quickly.', 'role', 'war', 'within', 'art', 'moment', 'pull.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1612,2180,3350,3401,3556,3614,3818,4319,4506,4687,5354,6044,6683,7854,7939,8661,8719,9462,9817,9943],[4.607168188650764,4.137164559405029,4.607168188650764,4.019381523748645,2.8844015909096608,0.691153161953081,5.523458920524919,3.5085558999826545,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029,4.270695952029551,4.137164559405029,3.8187108282864943,5.117993812416755,3.914021008090819,0.691153161953081,3.4440173788450834,4.270695952029551])",1.0
F156,"['participant', 'man', 'decision', 'wife', 'student.', 'standard', 'center', 'people', 'goal.', 'better', 'several', 'available', 'deal.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[503,935,1099,1480,2193,2475,2543,2569,2918,2967,3021,4263,5396,5850,7281,7936,8338,9227,9470,9676],[0.691153161953081,5.523458920524919,4.42484663185681,4.019381523748645,4.019381523748645,4.607168188650764,3.6516567436233283,3.6516567436233283,3.0385522707369192,4.137164559405029,4.270695952029551,4.607168188650764,4.42484663185681,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081,4.607168188650764,5.523458920524919,3.0385522707369192])",0.0
R194,"['art', 'set', 'response.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1868,3556,3614,4506,4687,5342,7854,9462],[4.830311739964974,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681,4.137164559405029,0.691153161953081])",1.0
R161,"['get', 'major', 'although.', 'skin', 'environment', 'small.', 'fund', 'new', 'soldier', 'organization', 'million.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[585,1020,1058,1364,2227,2407,3445,3614,4141,4506,4638,4687,5833,6852,7724,9426,9462],[5.117993812416755,2.4324164671666035,4.42484663185681,4.270695952029551,2.7200985396183848,3.914021008090819,4.607168188650764,0.691153161953081,4.607168188650764,0.691153161953081,4.830311739964974,0.691153161953081,4.42484663185681,5.117993812416755,4.830311739964974,4.137164559405029,0.691153161953081])",1.0
F113,"['republican', 'first', 'military', 'attention', 'light', 'administration.', 'task', 'republican', 'peace', 'note.', '—', 'shocking', 'claims', 'immortal', 'jellyfish', 'surface', 'internet.']","(10000,[503,1720,2066,3144,3684,4616,5850,5877,6403,6697,7281,7936,8338,8451,9599,9876],[0.691153161953081,3.8187108282864943,2.7508701982851385,4.830311739964974,3.577548771469606,8.84969326371362,0.691153161953081,4.270695952029551,3.914021008090819,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,3.8187108282864943,5.117993812416755,2.7508701982851385])",0.0
F150,"['candidate', 'fly', 'card.', 'whatever', 'theory', 'difficult', 'remember.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,1468,1712,2092,4358,4377,5849,5850,5944,7281,7695,7936,8338],[0.691153161953081,4.137164559405029,4.019381523748645,5.117993812416755,4.270695952029551,2.60568818844064,5.523458920524919,0.691153161953081,3.914021008090819,0.6792718340663283,4.607168188650764,0.691153161953081,0.691153161953081])",0.0
F047,"['type', 'tax', 'sense', 'determine', 'great', 'compare.', 'friend', 'responsibility', 'born', 'particular', 'cold', 'perform.', '—', 'shocking', 'claims', 'miracle', 'drug', 'surface', 'internet.']","(10000,[488,503,750,1256,3502,3526,3920,4570,5447,5850,6587,7281,7734,7860,7936,8338,8984,9513,9545],[4.019381523748645,0.691153161953081,4.42484663185681,3.125563647726549,4.42484663185681,4.607168188650764,4.42484663185681,5.523458920524919,3.577548771469606,0.691153161953081,4.019381523748645,0.6792718340663283,4.270695952029551,2.8154087194227095,0.691153161953081,0.691153161953081,4.270695952029551,3.7316994512968646,4.607168188650764])",0.0
F008,"['discover', 'reason', 'memory', 'community', 'carry', 'smile.', 'east', 'begin', 'take', 'understand', 'conference', 'citizen', 'dream.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[8,454,503,855,1513,2430,2944,4170,4377,4827,5657,5850,6487,6576,6941,7281,7936,8174,8338],[4.137164559405029,3.577548771469606,0.691153161953081,4.607168188650764,4.270695952029551,4.830311739964974,4.137164559405029,4.607168188650764,2.60568818844064,5.117993812416755,4.270695952029551,0.691153161953081,3.914021008090819,4.607168188650764,4.42484663185681,0.6792718340663283,0.691153161953081,4.137164559405029,0.691153161953081])",0.0
F229,"['miss', 'figure', 'role', 'theory', 'executive.', 'range', 'another', 'move', 'letter', 'american', 'expert.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[165,503,564,650,751,1071,1468,1510,3350,4110,5850,6282,7281,7652,7936,8166,8338],[3.6516567436233283,0.691153161953081,4.42484663185681,2.958509563063383,5.117993812416755,4.137164559405029,4.137164559405029,5.523458920524919,4.607168188650764,4.42484663185681,0.691153161953081,4.270695952029551,0.6792718340663283,4.607168188650764,0.691153161953081,4.137164559405029,0.691153161953081])",0.0
R001,"['general', 'organization', 'prove', 'beat', 'pull.', 'also', 'say', 'money.', 'face', 'customer', 'lawyer.', 'modern', 'vote', 'need', 'second', 'newspaper', 'board', 'for.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[25,141,1364,1413,1612,2336,2569,3238,3614,3792,4034,4241,4506,4687,5214,5465,5862,6537,7066,7454,9214,9256,9462],[5.117993812416755,4.830311739964974,4.270695952029551,3.8187108282864943,4.607168188650764,3.7316994512968646,3.6516567436233283,4.270695952029551,0.691153161953081,3.914021008090819,4.270695952029551,5.523458920524919,0.691153161953081,0.691153161953081,4.607168188650764,3.914021008090819,3.8187108282864943,4.270695952029551,2.8844015909096608,4.270695952029551,4.42484663185681,3.7316994512968646,0.691153161953081])",1.0
R241,"['hold', 'save', 'themselves.', 'wall', 'others', 'foreign', 'month', 'use.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[1770,2389,3614,4506,4520,4687,5741,5853,6206,6219,6404,6940,9021,9462],[2.997730276216664,4.42484663185681,0.691153161953081,0.691153161953081,4.270695952029551,0.691153161953081,3.7316994512968646,4.42484663185681,4.270695952029551,3.172083663361442,4.607168188650764,3.914021008090819,4.019381523748645,0.691153161953081])",1.0
R198,"['goal', 'big', 'land', 'yet', 'hope', 'let.', 'full', 'talk.', 'moment', 'box', 'machine', 'enter', 'history.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[821,2059,3048,3401,3564,3614,3809,4037,4506,4687,5089,6000,7148,7424,7435,7922,8040,8897,9462],[2.849310271098391,2.6330871626287546,4.019381523748645,4.019381523748645,5.117993812416755,0.691153161953081,5.523458920524919,3.914021008090819,0.691153161953081,0.691153161953081,3.6516567436233283,3.6516567436233283,4.019381523748645,5.117993812416755,3.8187108282864943,3.6516567436233283,3.2721671219184243,4.019381523748645,0.691153161953081])",1.0
R229,"['whose', 'seat', 'individual', 'environment', 'forward', 'protect.', 'process', 'rather', 'everybody', 'animal', 'dog', 'particular.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[47,2407,2561,2837,3614,4506,4687,7066,7360,8040,8411,8614,8633,8693,9462,9539,9564],[3.8187108282864943,3.914021008090819,5.117993812416755,4.019381523748645,0.691153161953081,0.691153161953081,0.691153161953081,2.8844015909096608,4.019381523748645,3.2721671219184243,3.2721671219184243,4.137164559405029,4.830311739964974,5.523458920524919,0.691153161953081,4.270695952029551,4.019381523748645])",1.0
R205,"['team', 'true', 'cover', 'month.', 'spend', 'glass', 'success', 'range', 'bag.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[165,353,468,1481,1770,3614,4506,4687,5891,6104,6219,6932,7188,9462,9828],[3.6516567436233283,4.830311739964974,4.019381523748645,4.830311739964974,2.997730276216664,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,4.137164559405029,3.172083663361442,3.914021008090819,3.8187108282864943,0.691153161953081,4.019381523748645])",1.0
F123,"['budget', 'modern', 'scene', 'green', 'stop', 'dream', 'growth.', 'challenge', 'week', 'baby.', 'director', 'wish', 'leader', 'beyond.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[142,495,503,551,796,1526,1853,2336,2366,3486,4921,4991,5122,5844,5850,5935,7281,7936,8338,9034,9367],[4.830311739964974,4.270695952029551,0.691153161953081,4.607168188650764,3.7316994512968646,4.137164559405029,3.8187108282864943,3.7316994512968646,3.914021008090819,2.849310271098391,2.849310271098391,2.60568818844064,4.42484663185681,3.914021008090819,0.691153161953081,4.137164559405029,0.6792718340663283,0.691153161953081,0.691153161953081,2.849310271098391,4.137164559405029])",0.0
F043,"['join', 'drug', 'happen.', 'seat', 'everything', 'police', 'lot', 'group', 'address.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[47,503,1259,3486,3876,4921,4943,5850,6235,7281,7766,7860,7936,8338,8952,9156],[3.8187108282864943,0.691153161953081,4.270695952029551,2.849310271098391,3.914021008090819,2.849310271098391,4.42484663185681,0.691153161953081,5.117993812416755,0.6792718340663283,4.607168188650764,2.8154087194227095,0.691153161953081,0.691153161953081,4.019381523748645,3.8187108282864943])",0.0
F097,"['natural', 'smile', 'party', 'paper', 'art', 'lead.', 'available', 'society', 'employee', 'day', 'draw', 'wear', 'chair.', 'personal', 'smile', 'matter', 'friend', 'prevent', 'daughter.', '—', 'shocking', 'claims', 'celebrity', 'scandal', 'surface', 'internet.']","(10000,[327,488,503,1379,1584,2402,2475,2713,3252,3486,4921,4988,5850,6548,6581,6836,7281,7386,7854,7936,7939,8167,8338,8690,9133],[4.137164559405029,4.019381523748645,0.691153161953081,3.8187108282864943,5.523458920524919,4.019381523748645,4.607168188650764,8.274329118810059,4.137164559405029,2.849310271098391,2.849310271098391,4.270695952029551,0.691153161953081,4.42484663185681,4.607168188650764,4.830311739964974,0.6792718340663283,5.117993812416755,4.137164559405029,0.691153161953081,3.8187108282864943,4.137164559405029,0.691153161953081,4.270695952029551,3.8187108282864943])",0.0
R014,"['character', 'answer', 'remain', 'chance', 'plan.', 'usually', 'dream', 'worker', 'lot', 'buy', 'guy', 'attack', 'often.', 'activity', 'lose', 'method', 'see.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[80,94,346,2366,2676,2990,3614,3619,4422,4506,4687,4867,4943,5205,5693,6015,6975,7066,8110,8757,9087,9462],[4.137164559405029,4.137164559405029,4.607168188650764,3.914021008090819,4.270695952029551,4.42484663185681,0.691153161953081,4.137164559405029,4.607168188650764,0.691153161953081,0.691153161953081,4.607168188650764,4.42484663185681,4.137164559405029,4.019381523748645,4.42484663185681,5.523458920524919,2.8844015909096608,4.019381523748645,5.117993812416755,5.523458920524919,0.691153161953081])",1.0
F005,"['rate', 'participant', 'experience', 'military.', 'student', 'lay', 'scientist.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[253,503,2918,3536,3635,4439,4475,5396,5850,7281,7936,8338,9166,9676],[4.137164559405029,0.691153161953081,3.0385522707369192,4.270695952029551,4.019381523748645,5.117993812416755,3.6516567436233283,4.42484663185681,0.691153161953081,0.6792718340663283,0.691153161953081,0.691153161953081,4.607168188650764,3.0385522707369192])",0.0
R234,"['heavy', 'position', 'else.', 'instead', 'official', 'probably', 'effect', 'sound', 'fish.', 'school', 'art', 'term', 'may', 'republican.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[1339,2188,2297,2679,3471,3614,4506,4527,4687,5966,6166,6324,7066,7854,8485,8949,9160,9462,9757],[4.42484663185681,4.42484663185681,4.42484663185681,4.137164559405029,5.117993812416755,0.691153161953081,0.691153161953081,4.270695952029551,0.691153161953081,5.523458920524919,4.137164559405029,4.019381523748645,2.8844015909096608,4.137164559405029,4.42484663185681,4.42484663185681,3.8187108282864943,0.691153161953081,5.523458920524919])",1.0
F143,"['sound', 'write', 'project.', 'source', 'value.', 'determine', 'notice', 'white', 'design.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[490,503,650,1525,5101,5445,5843,5850,6166,7281,7425,7721,7734,7936,8338],[5.523458920524919,0.691153161953081,2.958509563063383,4.607168188650764,5.117993812416755,3.914021008090819,4.137164559405029,0.691153161953081,4.137164559405029,0.6792718340663283,4.830311739964974,4.607168188650764,4.270695952029551,0.691153161953081,0.691153161953081])",0.0
R073,"['start', 'blue', 'watch', 'store', 'we.', 'office', 'center', 'listen.', 'race', 'box', 'forward', 'rest', 'activity', 'not.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[454,1480,2412,2708,2826,2996,3614,4506,4687,5768,7184,7922,8110,8344,8411,9034,9121,9144,9462],[3.577548771469606,4.019381523748645,4.607168188650764,6.888034757690167,5.523458920524919,3.6516567436233283,0.691153161953081,0.691153161953081,0.691153161953081,4.137164559405029,3.8187108282864943,3.6516567436233283,4.019381523748645,3.7316994512968646,3.2721671219184243,2.849310271098391,4.830311739964974,2.455405985391302,0.691153161953081])",1.0
R239,"['weight', 'way', 'across.', 'red', 'subject', 'positive', 'radio', 'plant', 'action.', 'experts', 'discuss', 'ongoing', 'developments', 'education.']","(10000,[1,52,3614,4506,4687,5047,5627,7244,8004,8655,9086,9213,9391,9462],[4.270695952029551,4.270695952029551,0.691153161953081,0.691153161953081,0.691153161953081,2.7200985396183848,4.607168188650764,3.6516567436233283,3.6516567436233283,4.137164559405029,4.137164559405029,5.523458920524919,4.607168188650764,0.691153161953081])",1.0
F181,"['magazine', 'agency', 'write', 'director.', 'become', 'lead', 'rest', 'government', 'explain.', 'agreement', 'usually', 'reason', 'guess', 'change.', '—', 'shocking', 'claims', 'aliens', 'surface', 'internet.']","(10000,[503,650,765,2059,2259,2708,2944,2990,3605,5356,5445,5850,7090,7281,7936,8338,8408,8413,8660],[0.691153161953081,2.958509563063383,4.270695952029551,2.6330871626287546,2.8154087194227095,3.4440173788450834,4.137164559405029,4.42484663185681,4.830311739964974,4.607168188650764,3.914021008090819,0.691153161953081,3.6516567436233283,0.6792718340663283,0.691153161953081,0.691153161953081,5.523458920524919,7.828042016181638,4.830311739964974])",0.0
R138,"['task', 'man', 'move', 'bar.', 'value', 'fight', 'save', 'mr.', 'light', 'hotel', 'decide', 'book', 'voice.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[217,393,1720,1811,2526,2569,2663,3556,3614,4506,4520,4687,5471,6282,7403,8293,8451,9462],[3.8187108282864943,4.42484663185681,3.8187108282864943,4.830311739964974,3.914021008090819,3.6516567436233283,4.137164559405029,2.8844015909096608,0.691153161953081,0.691153161953081,4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,4.607168188650764,4.830311739964974,3.8187108282864943,0.691153161953081])",1.0
R172,"['teach', 'shake', 'hope', 'rate.', 'customer', 'sure', 'us.', 'experts', 'discuss', 'ongoing', 'developments', 'economic', 'growth.']","(10000,[1413,1637,1821,2180,3614,4506,4687,6000,8522,9034,9144,9462,9679],[3.8187108282864943,3.914021008090819,3.914021008090819,4.137164559405029,0.691153161953081,0.691153161953081,0.691153161953081,3.6516567436233283,4.270695952029551,2.849310271098391,2.455405985391302,0.691153161953081,4.830311739964974])",1.0
R143,"['ball', 'campaign', 'develop', 'discuss', 'until.', 'body', 'president', 'build', 'son', 'bring', 'must.', 'system', 'compare', 'kitchen', 'laugh', 'but.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[209,756,841,1241,1306,3014,3057,3614,3739,3996,4430,4506,4687,6675,6944,7098,7492,8927,9246,9462],[4.607168188650764,4.607168188650764,4.42484663185681,3.8187108282864943,4.137164559405029,4.137164559405029,4.270695952029551,1.382306323906162,5.523458920524919,4.607168188650764,4.830311739964974,0.691153161953081,0.691153161953081,4.137164559405029,2.8154087194227095,4.137164559405029,4.270695952029551,5.117993812416755,4.019381523748645,0.691153161953081])",1.0
F166,"['alone', 'last', 'happy', 'allow.', 'maintain', 'pattern', 'soldier', 'tell.', '—', 'shocking', 'claims', 'mind', 'control', 'surface', 'internet.']","(10000,[503,617,1208,2492,3184,3989,4141,5247,5347,5850,7281,7601,7936,8338,9083],[0.691153161953081,3.8187108282864943,2.849310271098391,4.42484663185681,2.8154087194227095,4.607168188650764,4.607168188650764,4.607168188650764,4.137164559405029,0.691153161953081,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,4.830311739964974])",0.0
R003,"['sound', 'international', 'nothing', 'different', 'writer.', 'experts', 'discuss', 'ongoing', 'developments', 'budget', 'report.']","(10000,[188,3614,4292,4506,4687,4991,5432,6166,6683,7857,9462],[4.607168188650764,0.691153161953081,4.607168188650764,0.691153161953081,0.691153161953081,2.60568818844064,2.7200985396183848,4.137164559405029,4.270695952029551,5.117993812416755,0.691153161953081])",1.0
R167,"['another', 'final', 'lose', 'doctor', 'walk', 'imagine.', 'trouble', 'yet', 'again.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[777,821,1653,1898,2059,2909,3614,4037,4422,4506,4687,6142,8166,9026,9462],[4.137164559405029,2.849310271098391,3.914021008090819,4.607168188650764,2.6330871626287546,4.607168188650764,0.691153161953081,3.914021008090819,4.607168188650764,0.691153161953081,0.691153161953081,4.830311739964974,4.137164559405029,5.117993812416755,0.691153161953081])",1.0
R183,"['everything', 'street', 'well', 'center', 'management', 'close.', 'experts', 'discuss', 'ongoing', 'developments', 'climate', 'change.']","(10000,[157,821,1241,1480,2059,3614,3684,4506,4687,7937,9156,9462],[3.4440173788450834,2.849310271098391,3.8187108282864943,4.019381523748645,2.6330871626287546,0.691153161953081,3.577548771469606,0.691153161953081,0.691153161953081,5.117993812416755,3.8187108282864943,0.691153161953081])",1.0
R238,"['plant', 'office', 'system', 'their.', 'purpose', 'action', 'soldier', 'argue', 'prevent', 'deep.', 'experts', 'discuss', 'ongoing', 'developments', 'technology', 'breakthrough.']","(10000,[1020,1982,2227,3252,3614,3730,3996,4108,4141,4506,4687,6633,7244,8089,8344,9462],[2.4324164671666035,5.523458920524919,2.7200985396183848,4.137164559405029,0.691153161953081,4.270695952029551,4.607168188650764,5.523458920524919,4.607168188650764,0.691153161953081,0.691153161953081,3.914021008090819,3.6516567436233283,4.42484663185681,3.7316994512968646,0.691153161953081])",1.0
R041,"['process', 'including', 'exactly', 'thus', 'light', 'necessary', 'there.', 'market', 'fire', 'exist', 'door', 'become', 'east.', 'experts', 'discuss', 'ongoing', 'developments', 'election.']","(10000,[1167,1720,2096,2657,3556,3614,4506,4687,4847,5191,5684,5804,6602,7090,7334,7979,8040,9462],[4.830311739964974,3.8187108282864943,4.019381523748645,3.4440173788450834,2.8844015909096608,0.691153161953081,0.691153161953081,0.691153161953081,4.42484663185681,4.019381523748645,4.42484663185681,5.523458920524919,4.42484663185681,3.6516567436233283,4.270695952029551,4.607168188650764,3.2721671219184243,0.691153161953081])",1.0
F237,"['since', 'hope', 'upon', 'necessary', 'whatever.', 'finish', 'speak', 'question', 'language', 'assume.', 'reflect', 'work', 'stage', 'technology', 'grow.', 'window', 'cost', 'you.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[4,30,503,1020,1553,1716,2259,2403,2947,4490,4732,5321,5850,6000,6287,6578,6735,7281,7936,7979,8094,8338,8550,9527,9813],[5.523458920524919,4.137164559405029,0.691153161953081,2.4324164671666035,5.523458920524919,4.137164559405029,2.8154087194227095,4.137164559405029,4.019381523748645,4.137164559405029,4.137164559405029,4.607168188650764,0.691153161953081,3.6516567436233283,4.270695952029551,4.137164559405029,4.137164559405029,0.6792718340663283,0.691153161953081,4.607168188650764,4.607168188650764,0.691153161953081,4.830311739964974,4.270695952029551,2.997730276216664])",0.0
R086,"['size', 'save', 'citizen', 'coach', 'southern', 'fall', 'south.', 'quickly', 'leader', 'former', 'share', 'adult.', 'experts', 'discuss', 'ongoing', 'developments', 'research.']","(10000,[8,1526,3192,3391,3514,3614,3729,3743,3947,4160,4506,4520,4640,4687,7066,7904,9462],[4.137164559405029,4.137164559405029,4.270695952029551,4.270695952029551,4.270695952029551,0.691153161953081,4.607168188650764,4.270695952029551,4.42484663185681,4.137164559405029,0.691153161953081,4.270695952029551,5.117993812416755,0.691153161953081,2.8844015909096608,5.117993812416755,0.691153161953081])",1.0
R240,"['soon', 'national', 'manage', 'sign.', 'hope', 'onto', 'agency', 'couple', 'whether', 'race', 'husband', 'state.', 'experts', 'discuss', 'ongoing', 'developments', 'policy.']","(10000,[454,765,1041,3406,3614,4319,4506,4687,6000,6944,7208,7702,7883,7910,8929,9414,9462],[3.577548771469606,4.270695952029551,4.42484663185681,4.42484663185681,0.691153161953081,3.5085558999826545,0.691153161953081,0.691153161953081,3.6516567436233283,2.8154087194227095,4.137164559405029,4.42484663185681,5.117993812416755,4.270695952029551,4.830311739964974,5.523458920524919,0.691153161953081])",1.0
R133,"['blue', 'rather', 'staff', 'two', 'room', 'show', 'either.', 'finish', 'economic', 'capital', 'voice', 'little.', 'experts', 'discuss', 'ongoing', 'developments', 'public', 'health.']","(10000,[494,1770,2837,3530,3614,4019,4506,4687,4728,5768,6219,6224,6541,6578,7632,7709,9144,9462],[4.019381523748645,2.997730276216664,4.019381523748645,4.137164559405029,0.691153161953081,4.019381523748645,0.691153161953081,0.691153161953081,4.270695952029551,4.137164559405029,3.172083663361442,3.914021008090819,4.607168188650764,4.137164559405029,4.830311739964974,4.607168188650764,2.455405985391302,0.691153161953081])",1.0
F044,"['need', 'say', 'animal', 'trip', 'too.', 'modern', 'tv', 'with.', 'hotel', 'good', 'vote.', '—', 'shocking', 'claims', 'hoax', 'surface', 'internet.']","(10000,[503,2336,2663,4377,4547,5782,5850,5862,6168,6537,6878,7281,7360,7640,7936,8338,9873],[0.691153161953081,3.7316994512968646,4.137164559405029,2.60568818844064,4.270695952029551,4.270695952029551,0.691153161953081,3.8187108282864943,3.914021008090819,4.270695952029551,5.117993812416755,0.6792718340663283,4.019381523748645,5.117993812416755,0.691153161953081,0.691153161953081,5.523458920524919])",0.0
F125,"['plan', 'choose', 'base.', 'amount', 'current', 'note.', 'financial', 'election', 'quite', 'thank', 'next.', '—', 'shocking', 'claims', 'government', 'cover-up', 'surface', 'internet.']","(10000,[132,503,1687,2259,5844,5850,6056,6123,6838,7222,7281,7407,7936,8338,9189,9599,9706,9813],[4.270695952029551,0.691153161953081,4.137164559405029,2.8154087194227095,3.914021008090819,0.691153161953081,3.914021008090819,4.019381523748645,4.830311739964974,4.137164559405029,0.6792718340663283,4.270695952029551,0.691153161953081,0.691153161953081,4.270695952029551,5.117993812416755,3.914021008090819,2.997730276216664])",0.0
F165,"['ask', 'choice', 'economic', 'simple', 'create', 'writer.', 'success', 'everyone', 'office', 'issue', 'rise', 'which.', 'environmental', 'plan', 'politics', 'century.', '—', 'shocking', 'claims', 'secret', 'cure', 'surface', 'internet.']","(10000,[503,1404,2788,2913,3507,3892,4816,5850,5887,6027,6053,6123,6315,6616,6747,7281,7857,7936,8338,8344,8893,9144,9828],[0.691153161953081,4.607168188650764,5.523458920524919,3.8187108282864943,4.830311739964974,2.5530444549552183,3.914021008090819,0.691153161953081,4.137164559405029,4.019381523748645,3.914021008090819,4.019381523748645,5.117993812416755,3.6516567436233283,2.5530444549552183,0.6792718340663283,5.117993812416755,0.691153161953081,0.691153161953081,3.7316994512968646,4.137164559405029,2.455405985391302,4.019381523748645])",0.0
F137,"['issue', 'town', 'beautiful', 'technology', 'personal.', 'air', 'contain', 'sense', 'point', 'let.', '—', 'shocking', 'claims', 'flat', 'earth', 'surface', 'internet.']","(10000,[88,503,1020,1273,2918,3564,4404,4416,4715,5447,5850,6616,7281,7493,7936,8338,9676],[4.607168188650764,0.691153161953081,2.4324164671666035,3.6516567436233283,3.0385522707369192,5.117993812416755,5.117993812416755,4.270695952029551,4.270695952029551,3.577548771469606,0.691153161953081,3.6516567436233283,0.6792718340663283,3.6516567436233283,0.691153161953081,0.691153161953081,3.0385522707369192])",0.0
